1	0	0.566433333	0.5205	0.542366667	0.6342	0.5728	0.6197	0.6306	0	0	0	0.5551	0.6423	0.6291	0.6218	0.6058	0.5496	0.5351	0.5606	0.5685	0.5593	0	0	0.5498	0.5421	0.6078	0.5509	0.6007	0.6754	0.7798	0.7969	0.8274	0.5509	0.5143	0.5496	0.6197	0	0.4804	0	0.5941	0.5758	0.605	0.5217	0.5633	0.5772	0.6104	0	0	0	0	0.5031	0	0.5633875	0.544285714	0.6264	0	0.5616	0.51	0	0.5401	0.54535	0.5431	0.5162	0.7767	0.7767	0.7767	0.7767	0.5053	0.5468	0.6682	0.6574	0.5061	0.587	0.4838	0.5431	0.6044	0	0	0.521866667	0.6553	0.624	0.6195	0.8437	0.565033333	0.5208	0.558	0.599	0.6058	0.5948	0.5143	0.4917	0.673	0.5939	0.6366
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.566433333	0	1	0.540166667	0.528666667	0.5796	0.5448	0.546166667	0.5265	0	0	0	0.504666667	0.530266667	0.4787	0.5038	0.5182	0.5304	0.5602	0.546566667	0.5046	0.536233333	0	0	0.5479	0.504933333	0.532266667	0.525066667	0.5293	0.530333333	0.569766667	0.534466667	0.543066667	0.525066667	0.562433333	0.5304	0.546166667	0	0.521566667	0	0.529733333	0.555666667	0.561966667	0.5501	0.574733333	0.553633333	0.555666667	0	0	0	0	0.494966667	0	0.5168125	0.514528571	0.532433333	0	0.49175	0.542366667	0	0.4595	0.51555	0.5649	0.542266667	0.536	0.536	0.536	0.536	0.547566667	0.557733333	0.5137	0.511033333	0.5082	0.516633333	0.512	0.5649	0.554733333	0	0	0.505866667	0.569166667	0.5113	0.4951	0.538533333	0.521233333	0.516833333	0.576966667	0.5636	0.520266667	0.538966667	0.562433333	0.549333333	0.5422	0.5117	0.545566667
0.5205	0	0.540166667	1	0.5618	0.6503	0.5458	0.6818	0.5916	0	0	0	0.4808	0.541	0.5001	0.5336	0.498	0.5707	0.5739	0.5311	0.537	0.5846	0	0	0.5791	0.5103	0.5382	0.6222	0.6376	0.4634	0.5185	0.4886	0.4541	0.6222	0.6365	0.5707	0.6818	0	0.5136	0	0.6619	0.6323	0.599	0.6788	0.5984	0.5278	0.5487	0	0	0	0	0.6184	0	0.5374625	0.5332	0.532	0	0.49705	0.6553	0	0.5116	0.52785	0.5691	0.4974	0.5123	0.5123	0.5123	0.5123	0.6235	0.5692	0.5317	0.5576	0.5835	0.5822	0.5386	0.5691	0.4888	0	0	0.524733333	0.6136	0.4892	0.5907	0.5194	0.5328	0.7227	0.5377	0.6032	0.6088	0.595	0.6365	0.5727	0.5643	0.5739	0.6119
0.542366667	0	0.528666667	0.5618	1	0.568266667	0.558566667	0.5804	0.5522	0	0	0	0.5292	0.555833333	0.5253	0.5398	0.5388	0.532266667	0.546833333	0.5595	0.539266667	0.5642	0	0	0.499533333	0.519633333	0.520033333	0.5468	0.545433333	0.5206	0.568666667	0.526133333	0.5242	0.5468	0.574166667	0.532266667	0.5804	0	0.5051	0	0.603866667	0.593466667	0.594366667	0.5941	0.5687	0.565533333	0.584466667	0	0	0	0	0.5209	0	0.544075	0.566014286	0.533933333	0	0.5235	0.5632	0	0.508	0.5095	0.5389	0.540133333	0.540266667	0.540266667	0.540266667	0.540266667	0.5292	0.562966667	0.530033333	0.5412	0.555166667	0.532666667	0.545633333	0.5389	0.5564	0	0	0.537533333	0.547966667	0.4967	0.558766667	0.521733333	0.501866667	0.546033333	0.535566667	0.565033333	0.5183	0.5688	0.574166667	0.551433333	0.5316	0.5424	0.5306
0.6342	0	0.5796	0.6503	0.568266667	1	0.5804	0.7276	0.6748	0	0	0	0.529	0.5971	0.6043	0.5578	0.5552	0.5631	0.578266667	0.5776	0.5556	0.5874	0	0	0.6673	0.5405	0.5781	0.6281	0.6689	0.5767	0.6204	0.6048	0.5649	0.6281	0.6327	0.5631	0.7276	0	0.4893	0	0.6638	0.7147	0.6243	0.6531	0.6087	0.5267	0.5984	0	0	0	0	0.5916	0	0.5670625	0.574542857	0.6625	0	0.5151	0.672	0	0.4897	0.497	0.5471	0.4917	0.5979	0.5979	0.5979	0.5979	0.6016	0.5585	0.6059	0.5669	0.5836	0.6518	0.5652	0.5471	0.5422	0	0	0.52	0.7703	0.5104	0.6329	0.6166	0.5514	0.6063	0.5689	0.7119	0.6786	0.6595	0.6327	0.6149	0.642	0.6164	0.6496
0.5728	0	0.5448	0.5458	0.558566667	0.5804	1	0.559333333	0.537033333	0	0	0	0.504966667	0.535833333	0.503766667	0.485733333	0.47645	0.4977	0.5483	0.5512	0.541866667	0.538733333	0	0	0.541466667	0.5357	0.556833333	0.530166667	0.539033333	0.527366667	0.5601	0.551466667	0.5554	0.530166667	0.542333333	0.4977	0.559333333	0	0.497533333	0	0.5297	0.550733333	0.583666667	0.554366667	0.559933333	0.531366667	0.5664	0	0	0	0	0.535166667	0	0.520025	0.514671429	0.515633333	0	0.525466667	0.5283	0	0.56985	0.5435	0.554133333	0.5498	0.556933333	0.556933333	0.556933333	0.556933333	0.5307	0.570333333	0.527966667	0.537666667	0.529933333	0.526433333	0.5464	0.554133333	0.548333333	0	0	0.5242	0.5665	0.512633333	0.546466667	0.540066667	0.4941	0.538866667	0.543266667	0.5612	0.533333333	0.5475	0.542333333	0.556633333	0.536566667	0.532833333	0.534666667
0.6197	0	0.546166667	0.6818	0.5804	0.7276	0.559333333	1	0.7022	0	0	0	0.529	0.5981	0.5468	0.5603	0.5346	0.642	0.563833333	0.5467	0.6241	0.626	0	0	0.7099	0.5623	0.6617	0.7936	0.8107	0.6047	0.6704	0.594	0.6052	0.7936	0.7451	0.642	1	0	0.4889	0	0.696	0.7056	0.6905	0.6888	0.6214	0.5507	0.6101	0	0	0	0	0.6974	0	0.5636625	0.568571429	0.6633	0	0.5247	0.8157	0	0.53845	0.5342	0.5822	0.5342	0.5939	0.5939	0.5939	0.5939	0.6516	0.5901	0.6255	0.5669	0.6406	0.6367	0.6134	0.5822	0.6061	0	0	0.540866667	0.6678	0.561	0.6357	0.6027	0.5408	0.6827	0.5554	0.6182	0.7101	0.7108	0.7451	0.5535	0.6839	0.654	0.6789
0.6306	0	0.5265	0.5916	0.5522	0.6748	0.537033333	0.7022	1	0	0	0	0.5309	0.6005	0.6315	0.601	0.57095	0.5345	0.529766667	0.4677	0.5912	0.5695	0	0	0.6243	0.6172	0.5446	0.614	0.636	0.6021	0.6066	0.6475	0.6203	0.614	0.6155	0.5345	0.7022	0	0.513	0	0.6403	0.6496	0.5844	0.6117	0.5606	0.5406	0.5924	0	0	0	0	0.6256	0	0.56845	0.576857143	0.7761	0	0.51355	0.6597	0	0.49785	0.4867	0.4693	0.4668	0.6242	0.6242	0.6242	0.6242	0.6269	0.4901	0.6081	0.6305	0.5465	0.7473	0.5804	0.4693	0.5805	0	0	0.5237	0.6323	0.516	0.6526	0.6225	0.5479	0.5815	0.509433333	0.6052	0.7298	0.6904	0.6155	0.5333	0.7666	0.7744	0.7844
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
